site_id,therapeutic_area,indication,planned_start_date,site_startup_days,fpi_date,enrollment_months,target_enrollment,actual_enrollment,avg_enroll_rate_per_month,screen_fail_rate,protocol_deviation_rate,data_entry_lag_days,retention_rate,competing_trials_same_ta
SITE1234,Oncology,Melanoma,2021-08-05,68,2021-10-12,8,13,12,1.87,0.25,0.07,6,0.84,4
SITE1234,Oncology,Melanoma,2024-01-23,80,2024-04-12,12,41,39,3.48,0.13,0.07,2,0.85,4
SITE1234,Endocrinology,Obesity,2023-12-02,79,2024-02-19,13,31,29,3.12,0.13,0.03,7,0.89,3
SITE1234,Oncology,Melanoma,2017-09-06,54,2017-10-30,10,42,45,3.78,0.3,0.03,3,0.99,4
SITE1234,Oncology,NSCLC,2020-01-21,86,2020-04-16,18,32,32,2.11,0.03,0.06,6,0.74,0
SITE1234,Oncology,CRC,2023-06-26,91,2023-09-25,11,18,14,1.38,0.31,0.04,7,0.9,3
SITE1234,Oncology,Prostate,2017-11-17,29,2017-12-16,9,15,21,2.04,0.04,0.05,0,0.86,4
SITE1235,Oncology,Breast Cancer,2020-02-24,61,2020-04-25,3,16,11,5.97,0.13,0.04,8,0.7,1
SITE1235,Cardiology,AF,2022-12-30,57,2023-02-25,11,9,11,0.2,0.28,0.04,1,0.84,2
SITE1236,Oncology,Prostate,2024-07-22,60,2024-09-20,6,7,5,1.42,0.36,0.09,7,0.92,1
SITE1236,Oncology,NSCLC,2024-06-18,65,2024-08-22,8,37,32,5.43,0.29,0.06,7,0.75,2
SITE1236,Oncology,Melanoma,2024-09-07,79,2024-11-25,12,22,22,2.31,0.17,0.02,5,0.89,2
SITE1236,Neurology,Epilepsy,2023-05-02,62,2023-07-03,6,13,14,2.14,0.21,0.01,4,0.99,2
SITE1236,Oncology,Prostate,2020-01-05,48,2020-02-22,10,36,25,3.57,0.31,0.02,8,0.72,3
SITE1236,Endocrinology,T2D,2023-01-27,66,2023-04-03,19,43,42,2.11,0.22,0.05,2,0.92,2
SITE1236,Oncology,NSCLC,2017-09-18,100,2017-12-27,12,38,42,3.47,0.42,0.05,4,0.94,4
SITE1237,Oncology,Prostate,2017-10-24,59,2017-12-22,14,32,26,2.39,0.2,0.06,11,0.89,3
SITE1237,Neurology,MS,2018-10-29,86,2019-01-23,7,50,47,7.49,0.22,0.03,7,0.99,1
SITE1237,Endocrinology,T2D,2019-02-25,29,2019-03-26,10,28,22,2.71,0.14,0.0,5,0.85,4
SITE1237,Endocrinology,T2D,2023-10-29,54,2023-12-22,7,54,54,7.88,0.28,0.06,2,0.86,0
SITE1238,Oncology,Prostate,2017-07-29,76,2017-10-13,13,54,47,4.77,0.32,0.06,5,0.84,4
SITE1238,Oncology,Prostate,2020-10-07,68,2020-12-14,10,30,30,3.53,0.13,0.05,4,0.93,0
SITE1238,Oncology,NSCLC,2021-08-08,60,2021-10-07,4,46,40,10.0,0.31,0.04,8,0.81,0
SITE1238,Oncology,Prostate,2021-12-08,68,2022-02-14,7,32,31,3.39,0.31,0.01,5,0.9,0
SITE1238,Oncology,CRC,2020-11-26,51,2021-01-16,9,45,30,3.76,0.28,0.08,8,0.81,4
SITE1238,Oncology,Breast Cancer,2024-01-25,64,2024-03-29,12,46,40,4.59,0.23,0.02,8,0.94,4
SITE1239,Oncology,NSCLC,2024-12-16,68,2025-02-22,6,34,37,4.06,0.2,0.08,8,0.97,2
SITE1239,Oncology,Prostate,2023-12-13,60,2024-02-11,10,11,9,1.49,0.32,0.0,5,0.84,1
SITE1239,Oncology,NSCLC,2017-01-26,131,2017-06-06,13,53,51,4.79,0.2,0.03,9,0.95,4
SITE1239,Endocrinology,T2D,2021-08-13,53,2021-10-05,9,39,36,4.6,0.19,0.02,5,0.74,2
SITE1240,Neurology,Epilepsy,2022-05-24,77,2022-08-09,10,10,7,0.79,0.31,0.04,0,0.78,2
SITE1240,Oncology,Melanoma,2021-12-25,68,2022-03-03,12,12,6,0.2,0.03,0.09,13,0.99,2
SITE1240,Oncology,Melanoma,2018-11-24,71,2019-02-03,15,33,30,2.45,0.25,0.05,6,0.99,4
SITE1240,Neurology,Epilepsy,2023-10-16,66,2023-12-21,15,17,17,0.2,0.23,0.01,6,0.82,2
SITE1240,Endocrinology,T2D,2024-12-21,74,2025-03-05,11,40,36,3.64,0.03,0.04,3,0.86,4
SITE1241,Neurology,Epilepsy,2017-12-06,63,2018-02-07,9,38,40,4.18,0.36,0.01,0,0.89,0
SITE1241,Cardiology,ACS,2024-05-17,79,2024-08-04,8,37,29,5.65,0.26,0.0,9,0.99,1
SITE1241,Oncology,Breast Cancer,2024-03-22,67,2024-05-28,8,49,47,5.53,0.19,0.04,4,0.99,1
SITE1241,Endocrinology,Obesity,2021-11-15,55,2022-01-09,4,20,16,3.99,0.14,0.0,13,0.82,0
SITE1241,Cardiology,AF,2017-03-22,97,2017-06-27,10,17,13,1.06,0.03,0.05,7,0.94,0
SITE1242,Oncology,Melanoma,2023-06-04,83,2023-08-26,10,54,46,5.9,0.03,0.01,10,0.83,0
SITE1242,Endocrinology,Obesity,2017-05-24,101,2017-09-02,3,39,36,10.0,0.18,0.06,4,0.91,3
SITE1242,Oncology,NSCLC,2019-09-20,88,2019-12-17,9,10,7,1.53,0.26,0.05,2,0.79,1
SITE1242,Oncology,Breast Cancer,2021-02-03,65,2021-04-09,10,11,5,0.86,0.24,0.07,8,0.88,0
SITE1242,Endocrinology,T2D,2024-02-20,88,2024-05-18,9,19,23,2.61,0.3,0.06,5,0.94,3
SITE1243,Oncology,Melanoma,2020-09-13,69,2020-11-21,14,42,42,3.49,0.09,0.08,0,0.86,2
SITE1243,Oncology,NSCLC,2018-12-24,127,2019-04-30,8,42,41,3.97,0.27,0.06,2,0.79,2
SITE1243,Oncology,CRC,2021-08-08,28,2021-09-05,9,32,25,4.72,0.16,0.02,8,0.99,4
SITE1243,Oncology,Prostate,2019-10-24,49,2019-12-12,7,26,14,2.66,0.17,0.11,0,0.9,0
SITE1243,Oncology,Melanoma,2023-07-01,66,2023-09-05,11,30,28,1.98,0.18,0.0,4,0.99,0
SITE1243,Endocrinology,Obesity,2020-05-13,92,2020-08-13,6,10,9,1.47,0.27,0.07,3,0.74,0
SITE1244,Neurology,Epilepsy,2019-04-09,62,2019-06-10,8,46,38,5.32,0.18,0.08,4,0.88,4
SITE1244,Oncology,Melanoma,2017-03-27,66,2017-06-01,16,24,23,0.78,0.18,0.08,4,0.87,2
SITE1244,Oncology,Breast Cancer,2018-04-05,76,2018-06-20,3,28,25,9.0,0.17,0.1,2,0.81,2
SITE1244,Neurology,MS,2018-12-27,78,2019-03-15,10,14,14,0.2,0.18,0.01,6,0.88,2
SITE1244,Neurology,MS,2021-11-23,104,2022-03-07,14,29,28,2.83,0.1,0.1,8,0.83,4
SITE1245,Oncology,Prostate,2018-01-11,88,2018-04-09,8,44,38,5.54,0.14,0.02,12,0.86,0
SITE1245,Cardiology,HF,2024-01-13,84,2024-04-06,3,48,46,10.0,0.18,0.04,5,0.88,1
SITE1245,Oncology,NSCLC,2019-04-13,79,2019-07-01,8,15,19,2.88,0.17,0.04,10,0.87,0
SITE1245,Cardiology,ACS,2022-06-24,56,2022-08-19,10,30,32,4.45,0.11,0.05,13,0.96,0
SITE1245,Oncology,Melanoma,2022-05-16,60,2022-07-15,6,10,10,1.88,0.18,0.05,6,0.93,1
SITE1245,Endocrinology,T2D,2020-10-29,97,2021-02-03,9,39,38,3.91,0.32,0.04,0,0.89,3
SITE1245,Cardiology,AF,2021-07-27,72,2021-10-07,11,35,34,3.21,0.1,0.03,0,0.99,0
SITE1246,Oncology,Breast Cancer,2019-06-11,66,2019-08-16,7,12,18,0.2,0.18,0.03,11,0.85,2
SITE1246,Oncology,NSCLC,2022-02-05,36,2022-03-13,10,49,42,4.98,0.16,0.0,7,0.9,2
SITE1246,Oncology,Breast Cancer,2017-09-23,47,2017-11-09,7,59,60,8.85,0.19,0.09,8,0.74,4
SITE1246,Cardiology,HF,2020-10-12,39,2020-11-20,7,23,25,3.67,0.08,0.09,3,0.75,2
SITE1246,Oncology,NSCLC,2023-11-08,59,2024-01-06,6,53,52,8.96,0.05,0.05,3,0.76,1
SITE1247,Neurology,MS,2020-05-07,47,2020-06-23,12,49,49,4.22,0.23,0.06,5,0.83,0
SITE1247,Oncology,NSCLC,2024-06-18,55,2024-08-12,4,49,47,10.0,0.26,0.13,3,0.78,1
SITE1247,Oncology,CRC,2024-05-08,74,2024-07-21,9,58,47,8.02,0.04,0.04,7,0.87,1
SITE1247,Cardiology,ACS,2021-08-04,79,2021-10-22,9,37,31,4.81,0.11,0.06,2,0.95,0
SITE1247,Oncology,Breast Cancer,2018-06-08,57,2018-08-04,3,11,10,3.12,0.25,0.0,6,0.93,2
SITE1247,Oncology,NSCLC,2017-02-17,67,2017-04-25,10,54,52,6.11,0.24,0.06,11,0.83,3
SITE1247,Oncology,Prostate,2019-04-21,55,2019-06-15,9,48,41,5.48,0.14,0.06,7,0.87,2
SITE1248,Oncology,Prostate,2022-04-04,81,2022-06-24,9,32,30,2.89,0.13,0.09,4,0.95,3
SITE1248,Endocrinology,Obesity,2022-10-01,121,2023-01-30,9,59,48,7.06,0.34,0.01,11,0.96,2
SITE1248,Endocrinology,Obesity,2024-10-23,79,2025-01-10,14,52,55,3.45,0.14,0.08,8,0.81,3
SITE1248,Oncology,Prostate,2017-07-05,71,2017-09-14,10,5,6,1.01,0.3,0.08,5,0.94,2
SITE1248,Oncology,CRC,2018-09-20,93,2018-12-22,8,32,27,4.64,0.28,0.09,4,0.99,1
SITE1248,Oncology,Melanoma,2023-04-16,48,2023-06-03,3,14,10,5.98,0.14,0.12,5,0.84,3
SITE1248,Oncology,Breast Cancer,2023-04-12,32,2023-05-14,12,19,10,2.62,0.25,0.04,7,0.94,3
SITE1248,Endocrinology,Obesity,2023-07-19,76,2023-10-03,7,17,17,3.17,0.45,0.07,9,0.74,4
SITE1248,Endocrinology,T2D,2020-12-07,94,2021-03-11,5,44,37,7.65,0.25,0.06,0,0.74,4
SITE1249,Oncology,NSCLC,2021-01-19,71,2021-03-31,17,22,21,1.76,0.37,0.04,9,0.87,3
SITE1249,Cardiology,AF,2018-11-23,75,2019-02-06,10,26,28,2.18,0.24,0.03,8,0.73,2
SITE1249,Oncology,Breast Cancer,2023-09-19,62,2023-11-20,11,31,32,2.28,0.23,0.04,0,0.81,2
SITE1249,Cardiology,ACS,2022-11-15,63,2023-01-17,13,8,7,0.56,0.3,0.03,5,0.92,0
SITE1249,Oncology,NSCLC,2023-08-22,76,2023-11-06,15,9,10,0.2,0.21,0.05,5,0.87,1
SITE1249,Endocrinology,Obesity,2018-08-01,69,2018-10-09,8,53,45,6.46,0.39,0.05,11,0.78,1
SITE1249,Oncology,Melanoma,2020-09-07,42,2020-10-19,8,26,25,3.17,0.18,0.03,6,0.96,0
SITE1249,Oncology,NSCLC,2022-03-09,74,2022-05-22,8,46,47,5.92,0.33,0.11,6,0.97,0
SITE1249,Oncology,Breast Cancer,2017-09-22,40,2017-11-01,7,18,26,2.9,0.29,0.06,6,0.99,0
SITE1249,Neurology,MS,2018-04-29,55,2018-06-23,9,52,49,5.82,0.06,0.07,3,0.84,0
